ChainName,PrimaryCategory
No Frills (Loblaw),Grocery
No Frills Supermarkets,Grocery
NoBaked Cookie Dough,Restaurant - Bakery/Desserts
"Noah's New York Bagels",Restaurant - Bakery/Desserts
Nob Hill Foods,Grocery
Nobel Learning Communities,"Schools, Tutoring, + Education"
Noble Roman Pizza,Restaurant - Casual
Nobu,Restaurant - Fine Dining
Noisy May,Clothing - Womens
Noodles & Company,Restaurant - Fast Casual
Noon Mediterranean Grill,Restaurant - QSR/Fast Food
Norbys Farm Fleet,Agricultural Feed + Seed
Norco,"Hospitals, Urgent Care, + Doctors"
Nordstrom,Department Store
Nordstrom Local,Department Store
Nordstrom Rack,Department Store
Norfolk Southern,Shipping
Nori Japan,Restaurant - QSR/Fast Food
Norkys Peru,Restaurant - QSR/Fast Food
North 40 Outfitters,Sports + Recreation
North American Dental Group,Dental
North American Development Group,Commercial Properties
North Atlantic,Gas Stations
North East Vets,"Hospitals, Urgent Care, + Doctors"
North High Brewing,Restaurant - Bar/Pub
North Italia Restaurant,Restaurant - Fine Dining
North Shore Farms,Grocery
Northeast Georgia Health System,"Hospitals, Urgent Care, + Doctors"
Northern Reflections,Clothing - Womens
Northern Tool + Equipment,Home Improvement + Building Supplies
Northern/NorthMart,Grocery
Northgate González Markets,Grocery
Northwell Health,"Hospitals, Urgent Care, + Doctors"
Northwest Bank,Banks + Financial Services
Northwest Grocers,Grocery
Northwest Properties,Commercial Properties
Northwest Self Storage,Storage
Northwest Tire,"Auto Service, Parts, + Tires"
Norton Healthcare,"Hospitals, Urgent Care, + Doctors"
Norton Motorcycles,New/Used Car Dealers
Norwalk Furniture,Furnishings
Nothing Bundt Cakes,Restaurant - Bakery/Desserts
Nova Scotia College of Pharmacists,Drug Stores + Pharmacies
Nova Scotia Liquor Corporation (NSLC),"Beer, Wine, + Liquor Stores"
NovaCare Rehabilitation,Physical Therapy + Rehabilitation
Novant Health,"Hospitals, Urgent Care, + Doctors"
NrGize Lifestyle Cafe,Restaurant - Bakery/Desserts
Nugget Market,Grocery
Numero Uno Markets,Grocery
Nurse Next Door,Senior Living
Nuspine,Physical Therapy + Rehabilitation
Nutrena,Agricultural Feed + Seed
Nutri Lawn,Flowers
Nutrishop,"Vitamins, Nutrition, and Supplements"
Nutrition City,"Vitamins, Nutrition, and Supplements"
Nutrition House,Cosmetics + Beauty Supplies
Nutrition Zone,"Vitamins, Nutrition, and Supplements"
Nutters,Grocery
Nuveen,Commercial Properties
Nygard,Clothing - Womens
Nékter Juice Bar,Restaurant - Juice Bars
"O'Charley's",Restaurant - Casual
"O'Neill Clothing",Clothing - Mens
"O'Reilly Auto Parts","Auto Service, Parts, + Tires"
"O'Reilly Certified Auto Repair","Auto Service, Parts, + Tires"
O.K. Tire,"Auto Service, Parts, + Tires"
O2 Fitness,Gyms + Fitness Facilities
OOMC,Optical
OPIE Drive-Thru Grocery,Grocery
OSF HealthCare,"Hospitals, Urgent Care, + Doctors"
OSSIP Optometry + Ophthalmology,Optical
"OVME ","Spa, Massage, + Esthetics"
OXXO Gas,Gas Stations
Oak + Fort,Clothing - Family/Unisex
Oak Street Health,"Hospitals, Urgent Care, + Doctors"
Oakley,Clothing - Family/Unisex
Oakmont Senior Living,Misc. Health Supplies + Services
Oath Pizza,Restaurant - Fast Casual
Oberweis Ice Cream,Restaurant - Bakery/Desserts
Object Collectors Items,Clothing - Womens
Obramat,Home Improvement + Building Supplies
Ocean Blue Car Wash,Car Wash
Ocean Dental,Dental
Ocean Prime,Restaurant - Fine Dining
Ocean State Job Lot,Discount Stores
Ocean State Urgent Care,"Hospitals, Urgent Care, + Doctors"
Oceanaire Seafood Room,Restaurant - Fine Dining
Ochsner Health System,"Hospitals, Urgent Care, + Doctors"
Ocli Vision,Optical
Octapharma Plasma,Misc. Health Supplies + Services
Octobers Very Own OVO,Clothing - Mens
Odd Burger,Restaurant - Fast Casual
OddFellows Ice Cream Co,Restaurant - Bakery/Desserts
Off Broadway Shoe Warehouse,Footwear
Off/Aisle,Department Store
Office Depot,Office Supplies
OfficeMax,Office Supplies
Oggis Pizza & Brewing Co,Restaurant - Fast Casual
OhioHealth,"Hospitals, Urgent Care, + Doctors"
"Oil Can Henry's","Auto Service, Parts, + Tires"
Oil Changer,"Auto Service, Parts, + Tires"
Oil Changers,"Auto Service, Parts, + Tires"
Oilstop,Gas Stations
Ojos Locos,Restaurant - Casual
Okie Express Auto Wash,Car Wash
Okinus,Lending
Old Boot Factory,Footwear
Old Chicago Pizza and Taproom,Restaurant - Casual
Old Country Buffet,Restaurant - Casual
Old Dominion Freight Line,Shipping
Old Hickory Buildings,Home Improvement + Building Supplies
Old National Bank,Banks + Financial Services
Old Navy,Clothing - Family/Unisex
Old Navy Mexico,Clothing - Family/Unisex
Old School Bagel Cafe,Restaurant - Casual
Old Spaghetti Factory,Restaurant - Casual
Old Time Pottery,Home + Housewares
"Oleson's Food Store",Grocery
"Olga's Kitchen",Restaurant - Casual
"Olgam Life ",Misc. Health Supplies + Services
Olive Garden,Restaurant - Casual
Oliver & Bonacini Restaurants,Restaurant - Casual
Oliver Peoples,Optical
"Ollie's Bargain Outlet",Discount Stores
"Ollie's Car Wash",Car Wash
Olympia Sports,Sports + Recreation
Omaha Steaks,Food Retail (Non-Grocers)
Omega Sports,Sports + Recreation
Omega Watches,Jewelry
Omni Hotels & Resorts,Hotels
On Running,Clothing - Family/Unisex
On The Border,Restaurant - Casual
On The Run Convenience,Convenience Store
OnCue,Gas Stations
Once Upon a Child,Used Products
One Medical,"Hospitals, Urgent Care, + Doctors"
One Stop Nutrition,Restaurant - Juice Bars
OneMain Financial,Banks + Financial Services
Onelife Fitness,Gyms + Fitness Facilities
Only,Clothing - Womens
Only & Sons,Clothing - Mens
Ono Hawaiian BBQ,Restaurant - QSR/Fast Food
Ontario College of Pharmacists,Drug Stores + Pharmacies
Opa! Souvlaki,Restaurant - QSR/Fast Food
Oporto AUSTRALIA,Restaurant - QSR/Fast Food
Oportun,Lending
Optica,Optical
Optical Outlets,Optical
Opticas Lux,Optical
Optik Melawai Indonesia,Optical
Optik Seis Indonesia,Optical
Optima Salons,Hair
Optimum,Communications
Orange County Mattress,Furnishings
Orange Julius,Restaurant - QSR/Fast Food
Orange Leaf Frozen Yogurt,Restaurant - Bakery/Desserts
OrangeTwist,"Spa, Massage, + Esthetics"
Orangetheory Fitness,Gyms + Fitness Facilities
Orchard Supply Hardware,Home Improvement + Building Supplies
"Oregano's Pizza Bistro",Restaurant - QSR/Fast Food
Organic Garage,Grocery
Original ChopShop,Restaurant - Fast Casual
"Original Joe's",Restaurant - Casual
Original Penguin,Clothing - Mens
"Original Tommy's",Restaurant - QSR/Fast Food
Origins,Cosmetics + Beauty Supplies
Origins - Distributor Locations,Cosmetics + Beauty Supplies
Orscheln Farm & Home,Agricultural Feed + Seed
Ortho Mattress,Furnishings
Orthopaedic Institute,"Hospitals, Urgent Care, + Doctors"
"Orton's",Convenience Store
Orvis,Sports + Recreation
Osceola Farm & Home,Agricultural and Industrial Equipment + Supplies
"Osmow's",Restaurant - Fast Casual
Osterman Jewelers,Jewelry
Outback Steakhouse,Restaurant - Casual
Outback Steakhouse International,Restaurant - Casual
Outdoor Supply Hardware,Home Improvement + Building Supplies
Outdoor Voices,Clothing - Family/Unisex
Outfit Fashion,Clothing - Family/Unisex
Outils Pierre Berger,Home Improvement + Building Supplies
Outlooks for Hair,Hair
Overhead Door,Home Improvement + Building Supplies
Overland Park Grill,Restaurant - Casual
Overwaitea Food Group,Grocery
"Owen's Market",Grocery
Oxford Learning Centres,"Schools, Tutoring, + Education"
Oxford Properties,Commercial Properties
Oxxo Cleaners,Cleaning
Oxygen Yoga And Fitness,Gyms + Fitness Facilities
Oysho,Clothing - Womens
"P. Terry's",Restaurant - QSR/Fast Food
"P. Terry's Burger Stand",Restaurant - QSR/Fast Food
P.C. Richard & Son,Computers + Consumer Electronics
"P.F. Chang's China Bistro",Restaurant - Casual
P.Pole Pizza,Restaurant - Fast Casual
P3 Health Partners,Misc. Health Supplies + Services
PACE Properties,Commercial Properties
PARA Paints,Home Improvement + Building Supplies
PAUL,Restaurant - Bakery/Desserts
PBR Bar,Restaurant - Bar/Pub
PCC Natural Markets,Grocery
PDQ,Restaurant - QSR/Fast Food
PDQ Car Wash,Car Wash
PEAK Fitness,Gyms + Fitness Facilities
PEI Cannabis IPE,Cannabis Retail
PEI Liquor Control Commission,"Beer, Wine, + Liquor Stores"
PEPCO,Clothing - Family/Unisex
PGA Tour Superstore,Sports + Recreation
PI RHO,Restaurant - Fast Casual
PIP Printing and Marketing,"Printing, Copying + Publishing"
PIVOT Physical Therapy,Physical Therapy + Rehabilitation
"PJ Whelihan's Pub & Restaurant",Restaurant - Casual
"PJ's Coffee of New Orleans",Restaurant - Coffee/Tea
PLAYlive Nation,Amusement
PLNT Burger,Restaurant - Fast Casual
PLS Financial Services,Lending
PM Pediatrics,"Hospitals, Urgent Care, + Doctors"
PNC Financial Services,Banks + Financial Services
POAG Shopping Centers,Commercial Properties
PODS,Storage
POOLCORP,Sports + Recreation
PPD (Pharmaceutical Product Development),Misc. Health Supplies + Services
PPG Paints,Home Improvement + Building Supplies
PPG Paints - Distributor Locations,Home Improvement + Building Supplies
PPG Refinish,Home Improvement + Building Supplies
PT Plus,Physical Therapy + Rehabilitation
PT Solutions Physical Therapy,Physical Therapy + Rehabilitation
PTP Truck Stops,Gas Stations
PUMA,Footwear
PUREBEAUTY Salon & Spa,Cosmetics + Beauty Supplies
PVR Cinemas,Theatres
PacSun,Clothing - Family/Unisex
Pacific Catch,Restaurant - Casual
Pacific Dental Services (PDS),Dental
Pacific Elite Collision Centers,"Auto Service, Parts, + Tires"
Pacific Power Batteries,Computers + Consumer Electronics
Pacific Sales,Mass Merchant
Pacific Theatres,Theatres
Pacifica Senior Living,Misc. Health Supplies + Services
Pacini Italian,Restaurant - Casual
Paciugo Gelato Caffe,Restaurant - Bakery/Desserts
Page Road Grill,Restaurant - Casual
Pagliacci Pizza,Restaurant - QSR/Fast Food
Paige Jeans,Clothing - Family/Unisex
Painted Tree Boutiques,Home + Housewares
Painters Supply & Equipment Co,Agricultural and Industrial Equipment + Supplies
Painting with a Twist,"Crafts, Toys, and Hobbies"
Pak Mail Canada,Shipping
Pak Mail Centers of America,Shipping
Pak N Save,Grocery
"Pal's Sudden Service",Restaurant - QSR/Fast Food
Palais Royal,Department Store
Palm Beach Tan,"Spa, Massage, + Esthetics"
Palm Beach Tan (formerly Darque Tan),"Spa, Massage, + Esthetics"
Palm Medical Centers,Misc. Health Supplies + Services
Palmetto Moon,Clothing - Family/Unisex
Pals Carwash,Car Wash
Panago Pizza,Restaurant - QSR/Fast Food
Panarottis Pizza Pasta,Restaurant - Casual
Pancheros,Restaurant - Fast Casual
"Pancho's Mexican Buffet",Restaurant - Buffet
Panda Express,Restaurant - Fast Casual
Panda Inn,Restaurant - Casual
Pandora,Jewelry
Pandora - Distributor Locations,Jewelry
Panera Bread,Restaurant - Fast Casual
Panera Bread Canada,Restaurant - Fast Casual
Pangaea Natural Stone,Home Improvement + Building Supplies
Panopoulos Salon,Hair
Pantaloons India,Clothing - Family/Unisex
"Papa Gino's",Restaurant - QSR/Fast Food
"Papa John's",Restaurant - QSR/Fast Food
"Papa John's Bahrain",Restaurant - QSR/Fast Food
"Papa John's Chile",Restaurant - QSR/Fast Food
"Papa John's Colombia",Restaurant - QSR/Fast Food
"Papa John's Costa Rica",Restaurant - QSR/Fast Food
"Papa John's Dominican Republic",Restaurant - QSR/Fast Food
"Papa John's Ecuador",Restaurant - QSR/Fast Food
"Papa John's Egypt",Restaurant - QSR/Fast Food
"Papa John's El Salvador",Restaurant - QSR/Fast Food
"Papa John's France",Restaurant - QSR/Fast Food
"Papa John's Guatemala",Restaurant - QSR/Fast Food
"Papa John's Ireland",Restaurant - QSR/Fast Food
"Papa John's Jordan",Restaurant - QSR/Fast Food
"Papa John's Korea",Restaurant - QSR/Fast Food
"Papa John's Kuwait",Restaurant - QSR/Fast Food
"Papa John's Mexico",Restaurant - QSR/Fast Food
"Papa John's Pakistan",Restaurant - QSR/Fast Food
"Papa John's Peru",Restaurant - QSR/Fast Food
"Papa John's Philippines",Restaurant - QSR/Fast Food
"Papa John's Poland",Restaurant - QSR/Fast Food
"Papa John's Puerto Rico",Restaurant - QSR/Fast Food
"Papa John's Qatar",Restaurant - QSR/Fast Food
"Papa John's Russia",Restaurant - QSR/Fast Food
"Papa John's Saudi Arabia",Restaurant - QSR/Fast Food
"Papa John's Spain",Restaurant - QSR/Fast Food
"Papa John's Turkey",Restaurant - QSR/Fast Food
"Papa John's UK",Restaurant - QSR/Fast Food
"Papa John's United Arab Emirates",Restaurant - QSR/Fast Food
"Papa John's Venezuela",Restaurant - QSR/Fast Food
"Papa Murphy's",Restaurant - QSR/Fast Food
"Papa Murphy's Canada",Restaurant - QSR/Fast Food
"Papa Ron's Pizza",Restaurant - QSR/Fast Food
"Papa Vino's Italian Kitchen",Restaurant - Fine Dining
"Papa's Pizza & BBQ",Restaurant - QSR/Fast Food
"Papa's Pizza To Go",Restaurant - QSR/Fast Food
Papaya Clothing,Clothing - Womens
Paper Source,Office Supplies
Pappa Roti,Restaurant - Coffee/Tea
Pappadeaux Seafood Kitchen,Restaurant - Fine Dining
Pappas BBQ,Restaurant - Casual
Pappas Bros. Steakhouse,Restaurant - Fine Dining
Pappas Burger,Restaurant - QSR/Fast Food
Pappas Restaurants,Restaurant - Casual
"Pappasito's Cantina",Restaurant - Casual
Papyrus,Office Supplies
Papé Machinery,Agricultural and Industrial Equipment + Supplies
Par Mar Stores,Convenience Store
Parachute,Furnishings
Parachute,Misc. Health Supplies + Services
Paradise Bakery & Café,Restaurant - Bakery/Desserts
Paradise Dynasty,Restaurant Group
Paradise Grills,Home + Housewares
Paragon Theaters,Theatres
Paramount Fine Foods,Restaurant - Fast Casual
Paramount Realty,Commercial Properties
Parcel Plus,Shipping
Paris Baguette USA,Restaurant - Bakery/Desserts
Park Dental,Dental
Park Hyatt,Hotels
Park Inn,Hotels
Park National Bank,Banks + Financial Services
Park Nicollet Health Services,"Hospitals, Urgent Care, + Doctors"
Parker Store,Home Improvement + Building Supplies
"Parker's",Gas Stations
Parkrose Hardware,Home Improvement + Building Supplies
Parks Auto Parts,"Auto Service, Parts, + Tires"
Parkview Health,"Hospitals, Urgent Care, + Doctors"
Parlor Doughnuts,Restaurant - Bakery/Desserts
"Parry's Pizza",Restaurant - Bar/Pub
PartSource Canada,"Auto Service, Parts, + Tires"
Parts City Auto Parts,"Auto Service, Parts, + Tires"
Parts Plus,"Auto Service, Parts, + Tires"
Party City,Gifts
Party City Canada,Gifts
Pastamania,Restaurant - QSR/Fast Food
"Pat Catan's","Crafts, Toys, and Hobbies"
Patagonia,Clothing - Mens
Patchington Fashion,Clothing - Womens
Patel Brothers,Grocery
Pathways Learning Academy,"Schools, Tutoring, + Education"
Patient Care,Senior Living
Patient First Primary and Urgent Care,"Hospitals, Urgent Care, + Doctors"
Patients First,"Hospitals, Urgent Care, + Doctors"
Patrick Morin Building Centre,Home Improvement + Building Supplies
Pattes et Griffes,Pet Stores + Supplies
"Paul Martin's American Grill",Restaurant - Fine Dining
Paul Mitchell Advanced Education,"Schools, Tutoring, + Education"
"Paula Deen's Family Kitchen",Restaurant - Casual
Pavilions,Grocery
Pay Less Super Markets,Grocery
Pay-O-Matic,Lending
PayMore,Used Products
Payless Car Rental,Car + Truck Rentals
Payless ShoeSource,Footwear
PeaceHealth,Misc. Health Supplies + Services
Peach Cobbler Factory,Restaurant - Bakery/Desserts
Peachtree Immediate Care,"Hospitals, Urgent Care, + Doctors"
Peachwave Yogurt,Restaurant - Bakery/Desserts
Peak Physical Therapy,Physical Therapy + Rehabilitation
Pear Tree Inn,Hotels
Pearle Vision,Optical
Peavey Mart,Home Improvement + Building Supplies
Pecos Valley Production,Cannabis Retail
Pedego Electric Bikes,Sports + Recreation
Pediatrix,"Hospitals, Urgent Care, + Doctors"
Pedro del Hierro,Clothing - Mens
Peebles,Department Store
Peerless Tires 4 Less,"Auto Service, Parts, + Tires"
"Peet's Coffee and Tea",Restaurant - Coffee/Tea
Pegasus Senior Living,Misc. Health Supplies + Services
Pei Wei Asian Diner,Restaurant - Fast Casual
Pei Wei Asian Express,Restaurant - Fast Casual
Pekoe Sip House,Restaurant - Coffee/Tea
Pelican Athletic Club,Gyms + Fitness Facilities
Pelican Plasma,Misc. Health Supplies + Services
Pelicana Chicken,Restaurant - Casual
Peloton,Sports + Recreation
Pendleton,Clothing - Family/Unisex
"Penhaligon's",Cosmetics + Beauty Supplies
Penn Hodge Properties,Commercial Properties
Penn State Health,"Hospitals, Urgent Care, + Doctors"
Penn Station,Restaurant - QSR/Fast Food
Penningtons,Clothing - Womens
Pennsylvania Real Estate Investment Trust,Commercial Properties
Pennzoil,"Auto Service, Parts, + Tires"
Penske,Car + Truck Rentals
Penske Automotive Group,New/Used Car Dealers
Pentagon Federal Credit Union,Banks + Financial Services
Pentagon Federal Credit Union - Distributor Locations,Banks + Financial Services
"People's United Bank",Banks + Financial Services
Peoples Bank WA,Banks + Financial Services
Peoples Jewellers,Jewelry
Peoples Pharmacy,Drug Stores + Pharmacies
"PeoplesBank, A Codorus Valley Company",Banks + Financial Services
Pep Boys,"Auto Service, Parts, + Tires"
Pepe Jeans,Clothing - Family/Unisex
Pepe?s Mexican Restaurants,Restaurant - QSR/Fast Food
Pepper Lunch,Restaurant - Fast Casual
Pepper Palace,Food Retail (Non-Grocers)
Pepper Twins,Restaurant - Casual
PepperJax Grill,Restaurant - Fast Casual
"Pepperoni's",Restaurant - QSR/Fast Food
Perfect Teeth,Dental
Performance Bicycle,Sports + Recreation
Performance Foodservice,Food Retail (Non-Grocers)
Perfumania,Cosmetics + Beauty Supplies
Perkins Restaurant & Bakery,Restaurant - Casual
"Perko's Cafe Grill",Restaurant - Casual
Perry Ellis,Clothing - Mens
"Perry's Steakhouse & Grille",Restaurant - Fine Dining
Perrysport,Sports + Recreation
Personal Mini Storage,Storage
Perspire Sauna Studio,"Spa, Massage, + Esthetics"
Pet Club Food and Supplies,Pet Stores + Supplies
Pet Depot,Pet Stores + Supplies
Pet Food Express,Pet Stores + Supplies
Pet Life,Pet Stores + Supplies
Pet Pantry Warehouse,Pet Stores + Supplies
Pet Paradise,"Hospitals, Urgent Care, + Doctors"
Pet Partners,Pet Health + Care
Pet Planet,Pet Stores + Supplies
Pet Pros,Pet Stores + Supplies
Pet Supermarket,Pet Stores + Supplies
Pet Supplies Plus,Pet Stores + Supplies
Pet Valu,Pet Stores + Supplies
"Pet's Barn",Pet Stores + Supplies
